ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Dosage,Cost per KG,Delivery Status
9749,108-VN-T01,Pre-PQ Process,SCMS-23360,ASN-2490,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,5/15/2008,2008-11-16,2008-11-16,16-Nov-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,1480,121656.0,82.2,0.68,ABBVIE Ludwigshafen Germany,True,370.0,2652.33,194.65,200/50mg,7.168459459459459,On-Time
9366,108-VN-T01,Pre-PQ Process,SCMS-10980,ASN-1016,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/4/2007,2007-12-06,2007-12-06,6-Dec-07,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,Chewable/dispersible tablet,60,1300,10075.0,7.75,0.13,"Aurobindo Unit III, India",True,270.0,3850.43,16.12,100mg,14.260851851851852,On-Time
5818,106-HT-T01,Pre-PQ Process,SCMS-23920,ASN-2569,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/20/2008,2008-10-10,2008-10-10,10-Oct-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,84,11676.0,139.0,1.39,"Trinity Biotech, Plc",True,54.0,871.71,18.68,,16.142777777777777,On-Time
2740,102-NG-T01,Pre-PQ Process,SCMS-687,ASN-544,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/8/2007,2007-07-10,2007-07-10,10-Jul-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,10000,270000.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,3045.0,28118.58,432.0,,9.234344827586208,On-Time
3096,108-VN-T01,Pre-PQ Process,SCMS-20430,ASN-1887,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,2008-06-17,2008-06-17,17-Jun-08,ARV,Adult,STRIDES ARCOLAB LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,Capsule,60,2576,3889.76,1.51,0.03,"Strides, Bangalore, India.",True,121.0,2789.74,6.22,30mg,23.05570247933884,On-Time
464,102-NG-T01,Pre-PQ Process,SCMS-21540,ASN-2008,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2008-07-09,2008-07-09,9-Jul-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,5498,439785.02,79.99,0.8,Inverness Japan,True,1251.0,16090.22,703.66,,12.861886490807354,On-Time
3152,102-BW-T01,Pre-PQ Process,SCMS-22730,ASN-1956,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008,2008-07-31,2008-07-31,31-Jul-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,100,7199.0,71.99,0.72,Inverness Japan,True,25.0,641.04,11.52,,25.641599999999997,On-Time
9352,109-TZ-T01,Pre-PQ Process,SCMS-10350,ASN-1933,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/23/2007,2008-07-22,2008-07-22,22-Jul-08,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",True,3110.0,22663.18,320.0,,7.287196141479099,On-Time
2647,104-CI-T01,Pre-PQ Process,SCMS-28,ASN-16,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-09-06,2006-09-06,6-Sep-06,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,Test kit,40,100,7535.0,75.35,1.88,Bio-Rad Laboratories,True,107.0,1845.74,,,17.249906542056074,On-Time
8061,109-TZ-T01,Pre-PQ Process,SCMS-10250,ASN-682,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-10-25,2007-10-25,25-Oct-07,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",True,3336.0,28837.28,320.0,,8.644268585131893,On-Time
115,108-VN-T01,Pre-PQ Process,SCMS-753,ASN-781,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/4/2007,2007-10-15,2007-10-15,15-Oct-07,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,Oral suspension,240,1000,1920.0,1.92,0.01,"Aurobindo Unit III, India",True,941.0,4193.49,3.07,10mg/ml,4.456418703506907,On-Time
6647,107-RW-T01,Pre-PQ Process,SCMS-289,ASN-192,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,12/29/2006,2007-01-25,2007-01-25,25-Jan-07,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,60,10500.0,175.0,1.75,"Trinity Biotech, Plc",True,39.0,859.37,,,22.035128205128206,On-Time
270,108-VN-T01,Pre-PQ Process,SCMS-14200,ASN-1171,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,11/21/2007,2008-01-21,2008-01-21,21-Jan-08,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,Tablet,60,400,3352.0,8.38,0.14,"Ranbaxy, Paonta Shahib, India",True,23.0,2149.05,5.36,300mg,93.43695652173913,On-Time
2705,106-HT-T01,Pre-PQ Process,SCMS-276,ASN-194,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-02-07,2007-02-07,7-Feb-07,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,Test kit,100,25,10000.0,400.0,4.0,"Pacific Biotech, Thailand",True,60.0,1498.02,,,24.967,On-Time
1940,102-GY-T01,Pre-PQ Process,SCMS-27030,ASN-2638,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/21/2008,2008-10-29,2008-10-29,29-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,213,15333.87,71.99,0.72,Inverness Japan,True,49.0,1047.39,30.05,,21.375306122448983,On-Time
4311,104-CI-T01,Pre-PQ Process,SCMS-18460,ASN-2449,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/29/2008,2008-09-26,2008-09-26,26-Sep-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,1116,78120.0,70.0,0.7,Inverness Japan,True,256.0,4014.57,124.99,,15.6819140625,On-Time
1046,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Haiti,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009,2009-03-31,2009-03-31,31-Mar-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,Chewable/dispersible tablet,60,80,760.0,9.5,0.16,"BMS Meymac, France",True,43.0,260.0,1.49,50mg,6.046511627906977,On-Time
1618,111-MZ-T01,Pre-PQ Process,SCMS-17800,ASN-1368,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/19/2008,2008-03-27,2008-03-27,27-Mar-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,9000,288000.0,32.0,1.6,"Trinity Biotech, Plc",True,9000.0,55746.59,460.8,,6.1940655555555555,On-Time
5268,105-GY-T01,Pre-PQ Process,SCMS-122,ASN-116,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-12-25,2006-12-25,25-Dec-06,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,Capsule,60,602,1414.7,2.35,0.04,"Aurobindo Unit III, India",True,37.0,569.52,,15mg,15.392432432432432,On-Time
4649,117-ET-T01,Pre-PQ Process,SCMS-28720,ASN-2577,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008,2008-10-06,2008-10-06,6-Oct-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,7002,161046.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,5057.0,44347.71,257.67,,8.769568914376112,On-Time
6624,110-ZM-T01,Pre-PQ Process,SCMS-164,ASN-146,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-01-09,2007-01-09,9-Jan-07,ARV,Adult,"GILEAD SCIENCES IRELAND, INC.","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,Tablet - FDC,30,14851,389838.75,26.25,0.88,Gilead(Nycomed) Oranienburg DE,True,1244.0,6546.69,,300/200mg,5.262612540192926,On-Time
4458,108-VN-T01,Pre-PQ Process,SCMS-23330,ASN-2276,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,2008-09-19,2008-09-19,19-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,Tablet - FDC,60,2016,18648.0,9.25,0.15,"Aurobindo Unit III, India",True,185.0,5551.97,29.84,150/300mg,30.01064864864865,On-Time
5120,104-CI-T01,Pre-PQ Process,SCMS-44050,ASN-4095,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/15/2009,2009-06-10,2009-06-17,17-Jun-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,Test kit,40,18,1980.0,110.0,2.75,Bio-Rad Laboratories,True,20.0,2199.43,3.88,,109.97149999999999,Late
6988,123-NG-T01,Pre-PQ Process,SCMS-18740,ASN-1552,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/11/2008,2008-05-08,2008-05-08,8-May-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,285,22797.15,79.99,0.8,Inverness Japan,True,64.0,1629.0,36.48,,25.453125,On-Time
660,108-VN-T01,Pre-PQ Process,SCMS-27360,ASN-2767,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/2008,2008-11-27,2008-11-27,27-Nov-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,16800,171192.0,10.19,0.34,Mylan (formerly Matrix) Nashik,True,1224.0,4686.88,335.54,600mg,3.829150326797386,On-Time
9804,117-ET-T01,Pre-PQ Process,SCMS-24890,ASN-2218,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/10/2008,2008-08-13,2008-08-13,13-Aug-08,ANTM,Malaria,MISSIONPHARMA A/S,"Primaquine 15mg base (as diphosphate), tablets, 1000 Tabs",Primaquine base (as diphosphate),Generic,Tablet,1000,32,1434.88,44.84,0.04,"Weifa A.S., Hausmanngt. 6, P.O. Box 9113 GrÃ¸nland, 0133, Oslo, Norway",True,7.0,399.18,2.3,15mg,57.02571428571429,On-Time
6849,107-RW-T01,Pre-PQ Process,SCMS-14221,ASN-1596,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/21/2007,2008-04-28,2008-04-28,28-Apr-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,Tablet - FDC,60,16640,116480.0,7.0,0.12,"Cipla, Goa, India",True,1766.0,10500.0,186.37,150/200/30mg,5.94563986409966,On-Time
8192,107-RW-T01,Pre-PQ Process,SCMS-14220,ASN-1305,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/21/2007,2008-04-28,2008-03-11,11-Mar-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,Tablet - FDC,60,100000,700000.0,7.0,0.12,"Cipla, Goa, India",True,10303.0,35034.75,1120.0,150/200/30mg,3.400441618945938,On-Time
4457,108-VN-T01,Pre-PQ Process,SCMS-23320,ASN-2275,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,5/13/2008,2008-09-19,2008-09-19,19-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,Tablet,60,2180,6997.8,3.21,0.05,"Aurobindo Unit III, India",True,242.0,5881.57,11.2,200mg,24.30400826446281,On-Time
8207,107-RW-T01,Pre-PQ Process,SCMS-14730,ASN-1066,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,12/3/2007,2008-01-03,2008-01-03,3-Jan-08,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,32510,381992.5,11.75,0.39,"Aurobindo Unit III, India",True,2791.0,28336.18,611.19,600mg,10.152697957721246,On-Time
9002,106-HT-T01,Pre-PQ Process,SCMS-40060,ASN-3712,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/6/2009,2009-04-20,2009-04-20,20-Apr-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,Oral solution,300,50,2055.0,41.1,0.14,ABBVIE (Abbott) Logis. UK,True,99.0,2704.58,4.03,80/20mg/ml,27.318989898989898,On-Time
6884,106-HT-T01,Pre-PQ Process,SCMS-15590,ASN-1328,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/4/2008,2008-02-18,2008-02-18,18-Feb-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,8,1112.0,139.0,1.39,"Trinity Biotech, Plc",True,6.0,3238.79,1.78,,539.7983333333333,On-Time
2654,106-HT-T01,Pre-PQ Process,SCMS-73,ASN-59,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-10-09,2006-10-09,9-Oct-06,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,Test kit,100,45,7875.0,175.0,1.75,Not Applicable,True,29.0,854.34,,,29.46,On-Time
7338,104-CI-T01,Pre-PQ Process,SCMS-29330,ASN-2923,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/3/2008,2009-01-23,2009-01-23,23-Jan-09,ACT,ACT,IDA FOUNDATION,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 12+12 Tabs",Artesunate+Amodiaquine,Generic,Tablet - FDC + co-blister,24,25000,17500.0,0.7,0.03,Ipca Dadra/Nagar Haveli IN,True,634.0,8530.29,34.3,50+153mg,13.454716088328077,On-Time
1,100-CI-T01,Pre-PQ Process,SCMS-4,ASN-8,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-06-02,2006-06-02,2-Jun-06,HRDT,HIV test,RANBAXY Fine Chemicals LTD.,"HIV, Reveal G3 Rapid HIV-1 Antibody Test, 30 Tests","HIV, Reveal G3 Rapid HIV-1 Antibody Test",Reveal,Test kit,30,19,551.0,29.0,0.97,Ranbaxy Fine Chemicals LTD,True,13.0,780.34,,,60.026153846153846,On-Time
3008,102-NG-T01,Pre-PQ Process,SCMS-16890,ASN-2359,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/29/2008,2008-09-19,2008-09-19,19-Sep-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,9048,244296.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,2985.0,20635.3,390.87,,6.9129983249581235,On-Time
9629,117-ET-T01,Pre-PQ Process,SCMS-18520,ASN-1591,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/29/2008,2008-04-17,2008-04-17,17-Apr-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,1044,24012.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,754.0,6267.38,38.42,,8.312175066312998,On-Time
8440,102-BW-T01,Pre-PQ Process,SCMS-22740,ASN-2400,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/28/2008,2008-11-18,2008-11-18,18-Nov-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,500,16000.0,32.0,1.6,"Trinity Biotech, Plc",True,166.0,1225.17,25.6,,7.380542168674699,On-Time
4372,108-VN-T01,Pre-PQ Process,SCMS-20410,ASN-2050,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/31/2008,2008-07-16,2008-07-16,16-Jul-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,1520,124944.0,82.2,0.68,ABBVIE Ludwigshafen Germany,True,385.0,4393.32,199.91,200/50mg,11.411220779220779,On-Time
1691,108-VN-T01,Pre-PQ Process,SCMS-20180,ASN-1860,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,2008-07-07,2008-06-20,20-Jun-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,Tablet,60,10080,29232.0,2.9,0.05,"Aurobindo Unit III, India",True,507.0,4159.45,46.77,150mg,8.20404339250493,On-Time
6023,106-HT-T01,Pre-PQ Process,DSCM-10090,ASN-2615,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2008-12-16,2008-10-16,16-Oct-08,ANTM,Malaria,IDA FOUNDATION,"Chloroquine 150mg base (as phosphate), [DON] tablets, 1000 Tabs",Chloroquine base (as phosphate),Generic,Tablet,1000,30,197.1,6.57,0.01,Meditab (for Cipla) Daman IN,True,3221.0,21015.77,0.39,150mg,6.524610369450482,On-Time
6381,108-VN-T01,Pre-PQ Process,SCMS-40390,ASN-3673,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/6/2009,2009-03-26,2009-03-26,26-Mar-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,Videx,Chewable/dispersible tablet,60,260,3315.0,12.75,0.21,"BMS Meymac, France",True,56.0,2246.81,6.5,100mg,40.121607142857144,On-Time
7921,108-VN-T01,Pre-PQ Process,SCMS-19,ASN-13,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-09-03,2006-09-03,3-Sep-06,ARV,Adult,Hoffmann-La Roche ltd Basel,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),Viracept,Tablet,270,1000,164620.0,164.62,0.61,Roche Madrid,True,254.0,7828.28,,250mg,30.82,On-Time
2477,102-GY-T01,Pre-PQ Process,SCMS-42290,ASN-3987,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2009,2009-06-05,2009-06-05,5-Jun-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,425,38250.0,90.0,0.9,Inverness Japan,True,130.0,1859.79,74.97,,14.306076923076922,On-Time
7775,102-GY-T01,Pre-PQ Process,SCMS-42300,ASN-4318,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2009,2009-07-09,2009-07-09,9-Jul-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,1371,43872.0,32.0,1.6,"Trinity Biotech, Plc",True,468.0,5733.61,85.99,,12.251303418803419,On-Time
7954,110-ZM-T01,Pre-PQ Process,SCMS-109,ASN-68,Zambia,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,Date Not Captured,2006-10-31,2006-10-31,31-Oct-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,1250,100000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,True,426.0,2487.58,,,5.839389671361502,On-Time
3719,106-HT-T01,Pre-PQ Process,SCMS-40030,ASN-3749,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,3/6/2009,2009-04-15,2009-04-15,15-Apr-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,1470,60417.0,41.1,0.34,ABBVIE Ludwigshafen Germany,True,362.0,2490.67,118.42,200/50mg,6.880303867403315,On-Time
535,109-TZ-T01,Pre-PQ Process,SCMS-23610,ASN-2167,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,5/15/2008,2008-09-02,2008-09-02,2-Sep-08,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,Delayed-release capsules - blister,30,2597,61470.99,23.67,0.79,"BMS Meymac, France",True,117.0,645.1,98.35,400mg,5.513675213675214,On-Time
9252,110-ZM-T01,Pre-PQ Process,SCMS-61,ASN-43,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-09-30,2006-09-30,30-Sep-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,1250,100000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,True,428.0,2829.61,,,6.611238317757009,On-Time
3302,108-VN-T01,Pre-PQ Process,SCMS-27370,ASN-2806,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/24/2008,2008-11-29,2008-11-29,29-Nov-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,Tablet - FDC,60,1440,10440.0,7.25,0.12,"Cipla, Goa, India",True,128.0,2147.61,20.46,150/200/30mg,16.778203125,On-Time
2756,102-NG-T01,Pre-PQ Process,SCMS-599,ASN-522,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/21/2007,2007-07-04,2007-07-04,4-Jul-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,8000,216000.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,2603.0,22838.29,345.6,,8.773834037648866,On-Time
2008,117-ET-T01,Pre-PQ Process,SCMS-28710,ASN-2576,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008,2008-10-07,2008-10-07,7-Oct-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,6998,160954.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,5057.0,44347.71,257.53,,8.769568914376112,On-Time
8616,106-HT-T01,Pre-PQ Process,SCMS-27880,ASN-2378,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,8/5/2008,2008-09-29,2008-09-29,29-Sep-08,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,Tablet,60,20,205.6,10.28,0.17,ABBVIE Ludwigshafen Germany,True,19.0,658.68,0.33,100/25mg,34.66736842105263,On-Time
